kind,id,score,blocker,recoverable_share,confidence,score_model_id,rubric_version
micro,5053,78,none,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4007,22,judgment,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7802,40,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5535,88,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,795,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8252,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8713,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7899,12,physical,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3668,55,interpersonal,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7735,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4606,25,judgment,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6564,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8236,7,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8278,86,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13337,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2084,60,judgment,0.36,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9765,48,interpersonal,0.27,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4707,25,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8889,82,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1813,35,judgment,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,653,55,judgment,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4438,38,interpersonal,0.2,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4838,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5767,88,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9103,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8468,78,judgment,0.54,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6853,35,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4471,25,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8937,55,interpersonal,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7227,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6619,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1213,86,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13829,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14292,55,judgment,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,433,82,judgment,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15210,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10176,40,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8048,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,908,65,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2355,86,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4914,25,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2184,78,judgment,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2455,35,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13300,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7738,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7035,10,physical,0.04,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5263,12,physical,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9406,55,interpersonal,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8747,70,data_access,0.48,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4050,88,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8499,86,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2112,55,judgment,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10442,35,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13444,88,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4141,28,interpersonal,0.14,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3015,72,data_access,0.48,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4931,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3284,94,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4842,35,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2992,82,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11937,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6575,25,judgment,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5735,94,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14213,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8780,20,interpersonal,0.08,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15313,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6979,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,885,70,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6113,42,judgment,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1443,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,610,85,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5918,88,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14852,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7574,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8234,85,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13183,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13577,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6557,35,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5976,92,none,0.76,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14186,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9828,80,none,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1064,88,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3501,38,interpersonal,0.2,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2513,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3651,30,judgment,0.14,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6873,65,data_access,0.42,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13996,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3671,55,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8903,85,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8958,40,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11038,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3105,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5635,72,judgment,0.46,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4432,68,judgment,0.43,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7829,75,none,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9743,78,judgment,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1558,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8689,30,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8372,82,data_access,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7015,82,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2469,30,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,812,90,data_access,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6612,45,judgment,0.24,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14287,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11906,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9815,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7462,85,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11127,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1002,88,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8289,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11009,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6748,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4443,82,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,530,88,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3203,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10566,0,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12790,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12378,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10372,86,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,729,65,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15392,25,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,669,52,interpersonal,0.28,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8737,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13801,42,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1395,88,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9054,84,none,0.62,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15104,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3462,94,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8935,78,data_access,0.54,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,646,58,judgment,0.34,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5564,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11063,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2901,94,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3313,92,none,0.78,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2147,42,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7953,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5020,85,judgment,0.62,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7152,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8114,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8003,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6767,12,physical,0.05,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11511,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13499,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3324,78,judgment,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7044,80,none,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14030,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3190,48,judgment,0.26,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12471,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11183,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6357,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11432,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12007,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4201,78,judgment,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1479,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,923,86,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8726,38,interpersonal,0.2,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10502,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9321,55,interpersonal,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11560,7,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12380,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6043,8,physical,0.03,low,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9470,72,judgment,0.46,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12825,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1827,50,judgment,0.28,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6880,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5122,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,122,65,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15396,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4610,12,physical,0.05,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3585,60,judgment,0.36,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,500,88,none,0.68,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12750,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2867,58,interpersonal,0.34,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3935,45,judgment,0.24,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8353,80,none,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,632,82,judgment,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5379,70,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5251,92,none,0.76,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5796,60,judgment,0.36,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1077,50,judgment,0.28,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1180,65,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9605,72,judgment,0.46,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14502,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4325,82,judgment,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10308,80,none,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14750,35,judgment,0.17,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12571,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3904,40,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14104,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1036,42,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,580,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4250,76,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8575,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1069,65,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,592,82,judgment,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,843,85,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4586,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3156,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6660,75,data_access,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,656,84,data_access,0.62,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2581,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2508,55,judgment,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9022,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9921,92,none,0.76,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5005,30,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10714,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12539,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5869,95,none,0.84,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,877,88,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,850,60,judgment,0.36,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2236,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1732,58,judgment,0.34,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4032,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,974,55,judgment,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4411,35,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7564,20,judgment,0.08,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6661,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8180,92,none,0.76,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3644,93,none,0.78,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4004,30,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5454,78,judgment,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4344,42,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4830,25,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9139,96,none,0.86,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9101,78,judgment,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,405,82,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4522,76,data_access,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,119,55,judgment,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11669,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13115,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8945,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9127,85,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,882,72,judgment,0.46,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13917,12,physical,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7631,4,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4023,40,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13248,48,judgment,0.26,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6563,18,judgment,0.07,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11097,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6524,35,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11919,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2121,28,interpersonal,0.14,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5529,60,judgment,0.36,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3334,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2481,88,none,0.67,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12938,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4698,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3907,60,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2786,45,judgment,0.22,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1654,68,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14355,2,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12989,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3447,20,interpersonal,0.07,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4828,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4685,85,none,0.62,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5876,94,none,0.79,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12041,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,114,78,judgment,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8988,82,judgment,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6187,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14024,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9523,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13346,15,physical,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7402,2,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7421,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10224,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14974,88,none,0.67,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9294,25,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9495,70,judgment,0.43,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3792,78,judgment,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,705,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6870,88,none,0.67,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2696,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1331,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9447,30,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9215,65,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8982,68,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4454,70,judgment,0.43,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1558,96,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3615,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15267,68,interpersonal,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4051,75,judgment,0.48,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10299,96,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7444,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13356,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7116,7,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1378,45,judgment,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7022,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13897,88,data_access,0.67,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12440,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5556,80,data_access,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5927,2,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6974,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14407,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8706,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12009,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,83,95,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4744,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7013,35,data_access,0.16,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3234,88,none,0.67,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,142,45,interpersonal,0.22,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5629,45,judgment,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9236,88,none,0.67,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8705,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7111,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,459,40,interpersonal,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3248,1,physical,0.0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2240,65,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1072,82,judgment,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7925,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,932,85,none,0.62,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5262,10,physical,0.04,low,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6624,70,data_access,0.43,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11398,45,data_access,0.22,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9090,92,none,0.76,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4770,20,interpersonal,0.07,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2975,20,interpersonal,0.07,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,959,30,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5946,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2552,90,none,0.72,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6555,25,judgment,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6865,82,judgment,0.58,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4057,60,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3163,88,none,0.67,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,337,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5931,78,none,0.52,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2171,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1419,68,judgment,0.4,high,codex-gpt-5,v2.0-0bc6e57d39a2
